Roller Coaster,Amusement Park,Type,Design,Status,Opened
Beastie,Alton Towers,Steel,Sit Down,Relocated,1983-01-01
Beastie,Wonderland Sydney,Wood,Sit Down,,1985-01-01
Beast Mountain Coaster,Killington Resort,Steel,Sit Down,Operating,2015-01-01
Beaver Land Mine Ride,Geauga Lake & Wildwater Kingdom,Steel,Sit Down,Relocated,2000-01-01
Beehive Coaster,Dreamland,Steel,Sit Down,Operating,2017-01-01
Behemoth,Canada's Wonderland,Steel,Sit Down,Operating,2008-01-01
Beluga,Hasunuma Kaihin Park,Steel,Sit Down,,2005-01-01
Ben 10,Cartoon Network World,Steel,Sit Down,Operating,2009-01-01
Ben Hur Racer,Fraser's Million Dollar Pier,Wood,Sit Down,,1914-01-01
Ben Hur Roller Coaster,Electric Park,Wood,Sit Down,,1913-01-01
Bergbana,Gröna Lund,Wood,Sit Down,,1931-01-01
Bergbanan,Liseberg,Wood,Sit Down,,1923-01-01
Bergbanan,Baltic Fair,Wood,Sit Down,,1914-01-01
Berg och dalbanan,Stockholm Exhibition,Wood,Sit Down,Relocated,1930-01-01
Bergochdalbanan,Leksand Sommarland,Steel,Sit Down,Operating,2007-01-01
Berg- og dalbane,Lilleputthammer,Steel,Sit Down,Operating,2007-01-01
Berg- und Talbahn,Luna Park,Wood,Sit Down,,1918-01-01
Berta,Areál Mladé Buky,Steel,Sit Down,Operating,2011-01-01
Besna Pehta,Kranjska Gora,Steel,Sit Down,Operating,2005-01-01
Bheem The Bomerang,Aatapi Wonderland,Steel,Sit Down,Operating,2018-01-01
Big Adventure Coaster,Adventure World,Steel,Sit Down,Operating,1990-01-01
Big Air,E-DA Theme Park,Steel,Sit Down,Operating,2010-01-01
Big Apple,Luna Park,Steel,Sit Down,,1977-01-01
Big Apple,Southport Pleasureland,Steel,Sit Down,,1982-01-01
Big Apple,Great Yarmouth Pleasure Beach,Steel,Sit Down,Operating,1998-01-01
Big Apple,Botton's Pleasure Beach,Steel,Sit Down,Operating,1987-01-01
Big Apple,Dreamland,Steel,Sit Down,,1986-01-01
Big Apple,M&Ds Scotland's Theme Park,Steel,Sit Down,Relocated,1999-01-01
Big Apple,EsselWorld,Steel,Sit Down,Operating,1998-01-01
Big Apple,Sindbad Amusement Park,Steel,Sit Down,,2002-01-01
Big Apple,Ocean Beach Pleasure Park,Steel,Sit Down,Operating,2002-01-01
Big Apple,Allou Fun Park,Steel,Sit Down,Operating,2008-01-01
Big Apple,Parc Avenue,Steel,Sit Down,,
Big Apple,Blackpool Pleasure Beach,Steel,Sit Down,Relocated,2003-01-01
Big Apple,Peter Pan's Playground,Steel,Sit Down,,
Big Apple,Billing Aquadrome,Steel,Sit Down,Relocated,2003-01-01
Big Apple,Flamingo Park,Steel,Sit Down,Relocated,2006-01-01
Big Apple,Surya Funcity,Steel,Sit Down,Operating,2002-01-01
Big Apple,West Sands Fun Fair,Steel,Sit Down,Operating,2012-01-01
Big Apple,M&Ds Scotland's Theme Park,Steel,Sit Down,Relocated,2007-01-01
Big Apple,M&Ds Scotland's Theme Park,Steel,Sit Down,Operating,2011-01-01
Big Apple,Aydoğdu Lunapark,Steel,Sit Down,,2016-01-01
Big Apple Coaster,New York New York Hotel & Casino,Steel,Sit Down,Operating,1997-01-01
Big Bad John,Magic Springs Theme and Water Park,Steel,Sit Down,Operating,2002-01-01
Big Bad Wolf,Busch Gardens Williamsburg,Steel,Suspended,,1984-01-01
Big Bang,Freizeitpark Familienland,Steel,Sit Down,Operating,2013-01-01
Big Beast,Edgewater Park,Wood,Sit Down,,1927-01-01
Big Bend,Six Flags Over Texas,Steel,Sit Down,Relocated,1971-01-01
Big Bend,Six Flags St. Louis,Steel,Sit Down,,
Big Blue,Fun Park Biograd,Steel,Sit Down,Operating,2017-01-01
Big Boom,Myoko Sunshine Land,Steel,Sit Down,,1981-01-01
Big Boom,Nasu Highland Park,Steel,Sit Down,Operating,1987-01-01
Big Cheese,Western Playland,Steel,Sit Down,Relocated,1960-01-01
Big Coaster,White Sand Gate Park,Steel,Sit Down,,2011-01-01
Big Dipper,Geauga Lake & Wildwater Kingdom,Wood,Sit Down,,1925-01-01
Big Dipper,Camden Park,Wood,Sit Down,Operating,1958-01-01
Big Dipper,Jantzen Beach Amusement Park,Wood,Sit Down,,1928-01-01
Big Dipper,Chippewa Lake Park,Wood,Sit Down,,1925-01-01
Big Dipper,Springlake Park,Wood,Sit Down,,1926-01-01
Big Dipper,Michigan's Adventure,Steel,Sit Down,Relocated,1999-01-01
Big Dipper,Blackpool Pleasure Beach,Wood,Sit Down,Operating,1923-01-01
Big Dipper,Luna Park,Steel,Sit Down,Relocated,1995-01-01
Big Dipper,Marvel's Amusement Park,Steel,Sit Down,Relocated,1973-01-01
Big Dipper,Barry's Amusements,Steel,Sit Down,Relocated,1997-01-01
Big Dipper,Luna Park,Wood,Sit Down,,1923-01-01
Big Dipper,Ocean Beach Amusement Park,Wood,Sit Down,,1960-01-01
Big Dipper,Battersea Fun Fair,Wood,Sit Down,,1951-01-01
Big Dipper,Luna Park,Wood,Sit Down,,1935-01-01
Big Dipper,Playland at the Beach,Wood,Sit Down,,1922-01-01
Big Dipper,Riverview Park,Wood,Sit Down,,1920-01-01
Big Dipper,Jefferson Beach,Wood,Sit Down,,1927-01-01
Big Dipper,Krug Park,Wood,Sit Down,,1918-01-01
Big Dipper,Harbour Park,Wood,Sit Down,,1933-01-01
Big Dipper,Idora Park,Wood,Sit Down,,1922-01-01
Big Dipper,Expo '58,Wood,Sit Down,,1958-01-01
Big Dipper,Playland Park,Wood,Sit Down,,1958-01-01
Big Dipper,Sutton Great Park,Wood,Sit Down,Relocated,1946-01-01
Big Dipper,Gwynn Oak Park,Wood,Sit Down,,1921-01-01
Big Dipper,Gordon Gardens,Wood,Sit Down,,1922-01-01
Big Dipper,Waikiki Park,Wood,Sit Down,,1922-01-01
Big Dipper,Manning's Amusement Park,Wood,Sit Down,,1955-01-01
Big Dipper,Los Angeles County Fairgrounds,Wood,Sit Down,,1965-01-01
Big Dipper,Roton Point,Wood,Sit Down,,1914-01-01
Big Dipper,Venice Amusement Pier,Wood,Sit Down,,1920-01-01
Big Dipper,Luna Park Glendelg,Wood,Sit Down,Relocated,1930-01-01
Big Dipper,Fairmount Park,Wood,Sit Down,,1923-01-01
Big Dipper,Habana Park,Wood,Sit Down,,1922-01-01
Big Dipper,East Lake Park,Wood,Sit Down,,1923-01-01
Big Dipper,Columbia Park,Wood,Sit Down,,1919-01-01
Big Dipper,Luna Park,Steel,Sit Down,Under Construction,2021-01-01
Big Drop,Sozo Water Park,Steel,Sit Down,Operating,2010-01-01
Big Fish Roller Coaster,HB World,Steel,Sit Down,Operating,2018-01-01
Big Foot,Lago Mayer Alameda Oriente,Steel,Sit Down,Operating,2009-01-01
Big Fury,Six Flags Great Adventure,Steel,Sit Down,,1974-01-01
Big Grizzly Mountain Runaway Mine Cars,Hong Kong Disneyland,Steel,Sit Down,Operating,2012-01-01
Big Loop,Heide Park Resort,Steel,Sit Down,Operating,1983-01-01
Big Ohhhh!,Fun Plex,Steel,Sit Down,Relocated,2007-01-01
Big One,Blackpool Pleasure Beach,Steel,Sit Down,Operating,1994-01-01
Big One,Takarazuka Garden Fields,Steel,Sit Down,,
Big Roller Coaster,Wonder Island,Steel,Sit Down,Operating,2004-01-01
Big Roller Coaster,Memorial Park,Wood,Sit Down,,1924-01-01
Big Roller Coaster,Hyde Park,Wood,Sit Down,,1908-01-01
Big Scenic Railway,Palisades Amusement Park,Wood,Sit Down,,1911-01-01
Big Thunder Mountain,Disneyland Paris - Disneyland Park,Steel,Sit Down,Operating,1992-01-01
Big Thunder Mountain,Tokyo Disneyland,Steel,Sit Down,Operating,1987-01-01
Big Thunder Mountain Railroad,Disneyland,Steel,Sit Down,Operating,1979-01-01
Big Thunder Mountain Railroad,Walt Disney World - Magic Kingdom,Steel,Sit Down,Operating,1980-01-01
Big Timber Log Ride,Enchanted Forest,Steel,Sit Down,Operating,1996-01-01
Big Top,Oriental Heritage,Steel,Suspended,Operating,2019-01-01
Big Top Sideshow,Steel Pier,Steel,Sit Down,,1994-01-01
Big Worm,Longhu Park,Steel,Sit Down,Operating,2013-01-01
Big Worm,Beijing Xiangtang International Agricultural Sightseeing Garden,Steel,Sit Down,,2010-01-01
Big Worm Inertia Train,Zhongshan Park,Steel,Sit Down,,2010-01-01
Bisby's Spiral Airship,Queens Park,Steel,Suspended,,1902-01-01
Bisværmen,Tivoli Friheden,Steel,Sit Down,Operating,2016-01-01
Bizarro,Six Flags Great Adventure,Steel,Sit Down,Operating,1999-01-01
Black Bull Run,Colin Glen Forest Park,Steel,Sit Down,Under Construction,2021-01-01
Black Diamond,Knoebels Amusement Resort,Steel,Sit Down,Operating,2011-01-01
Black Hole,Alton Towers,Steel,Sit Down,Relocated,1983-01-01
Black Hole,Movie Park Germany,Steel,Sit Down,Relocated,1989-01-01
Black Hole,Avonturenpark Hellendoorn,Steel,Sit Down,,1986-01-01
Black Hole,Freizeit-Land Geiselwind,Steel,Sit Down,Relocated,2014-01-01
Black Hole 2000,Seoul Land,Steel,Sit Down,Operating,1990-01-01
Black Hole Coaster,Dream World,Steel,Sit Down,Operating,1994-01-01
Blackhole Coaster,Greenland,Steel,Sit Down,Operating,2007-01-01
Black Hole Express,Kumdori Land,Steel,Sit Down,Relocated,1993-01-01
Black Hole Odyssey,Danga Bay Theme Park,Steel,Sit Down,Operating,2008-01-01
Black Hole Scramble,Space World,Steel,Sit Down,,1990-01-01
Black Mamba,Phantasialand,Steel,Inverted,Operating,2006-01-01
Blackout,Suzuka Circuit,Steel,Inverted,Relocated,1995-01-01
Black Viper,Black Mountain Resort,Steel,Sit Down,Operating,2014-01-01
Black Widow,Six Flags New England,Steel,Sit Down,Relocated,1977-01-01
Black Widow,Old Indiana Fun-n-Water Park,Steel,Sit Down,,
Black Witch,Magic Harbor,Steel,Sit Down,,
Blarney Racer,Pickering Pier,Wood,Sit Down,,1920-01-01
Blastin' Barrels,Cultus Lake Adventure Park,Steel,Sit Down,Operating,2015-01-01
Blauer Enzian,Freizeit-Land Geiselwind,Steel,Sit Down,Operating,1989-01-01
Blauer Enzian,Movie Park Germany,Steel,Sit Down,Relocated,1987-01-01
Blauer Enzian,Toshimaen,Steel,Sit Down,,1982-01-01
Blauer Enzian,Tivoli Karolinelund,Steel,Sit Down,,
Blauer Enzian,Gröna Lund,Steel,Sit Down,,1980-01-01
Blazin' Buckaroo,Elitch Gardens,Steel,Sit Down,Operating,2013-01-01
Blazing Fury,Dollywood,Steel,Sit Down,Operating,1978-01-01
Bledek Coaster,Suroboyo Carnival Night Market,Steel,Sit Down,,2014-01-01
Blizzard,Walton Pier,Steel,Sit Down,,
Blizzard,Coney Beach Pleasure Park,Steel,Sit Down,Relocated,1996-01-01
Blizzard,Storyland,Steel,Sit Down,,1993-01-01
Blizzard,Lucky Star Park,Steel,Sit Down,Relocated,2000-01-01
Blizzard,Al-Nasr Leisureland,Steel,Sit Down,Relocated,2000-01-01
Blizzard,Great Yarmouth Pleasure Beach,Steel,Sit Down,,1989-01-01
Blizzard,Star City,Steel,Sit Down,,2006-01-01
Blizzard,Grand Pier,Steel,Sit Down,,
Blizzard,Shan GriLa Paradise,Steel,Sit Down,SBNO,2004-01-01
Blizzard,Fort Fun Amusement Park,Steel,Sit Down,,
Blizzard,Legendia Śląskie Wesołe Miasteczko,Steel,Sit Down,Relocated,2008-01-01
Blizzard,Park Lunasan,Steel,Sit Down,,2007-01-01
Blizzard,Ajman Market,Steel,Sit Down,Relocated,2015-01-01
Blizzard,Festival Land,Steel,Sit Down,Operating,2017-01-01
Blizzard,Lucky Star Park,Steel,Sit Down,Under Construction,2021-01-01
Blomberg-Blitz,Blombergbahn,Steel,Sit Down,Operating,2008-01-01
Blombini Express,Blombergbahn,Steel,Sit Down,SBNO,2014-01-01
Bloody Dragon,Wesole Miasteczko Family Park,Steel,Sit Down,,2013-01-01
Blue Coaster,Dreamland,Steel,Sit Down,Relocated,2001-01-01
Blue Diamond Streak,Blue Diamond Park,Steel,Sit Down,Relocated,2004-01-01
Blue Dragon Train,Children's Grand Park,Steel,Sit Down,,1973-01-01
Blue Fire,Parque Norte,Steel,Sit Down,,2005-01-01
blue fire Megacoaster,Europa Park,Steel,Sit Down,Operating,2009-01-01
Blue Flyer,Blackpool Pleasure Beach,Wood,Sit Down,Operating,1934-01-01
Blue Hawk,Six Flags Over Georgia,Steel,Sit Down,Operating,1992-01-01
Blue Streak,Cedar Point,Wood,Sit Down,Operating,1964-01-01
Blue Streak,Conneaut Lake Park,Wood,Sit Down,SBNO,1938-01-01
Blue Streak,Meyer's Lake Park,Wood,Sit Down,,1920-01-01
Blue Streak,Riverview Park,Wood,Sit Down,,1911-01-01
Blue Streak,Woodcliff Pleasure Park,Wood,Sit Down,,1928-01-01
Blue Streak,Chester Park,Wood,Sit Down,,1912-01-01
Blue Streak,Robison Park,Wood,Sit Down,,1913-01-01
Blue Streak,Indianola Park,Wood,Sit Down,,1909-01-01
Blue Streak Racer,Pacific Park,Wood,Sit Down,,1917-01-01
Blue Streak Racer,Wonderland,Wood,Sit Down,Relocated,1913-01-01
Blue Tornado,Gardaland,Steel,Inverted,Operating,1998-01-01
Blue Water,Happy Magic Mountain,Steel,Sit Down,,2010-01-01
BMRX,Kobe Portopialand,Steel,Sit Down,Relocated,1987-01-01
Boardwalk Bullet,Kemah Boardwalk,Wood,Sit Down,Operating,2007-01-01
Boardwalk Canyon Blaster,Six Flags Fiesta Texas,Steel,Sit Down,Relocated,
Boa Squeeze,Wonderpark,Steel,Sit Down,Relocated,2001-01-01
Boa Squeeze,WonderPark,Steel,Sit Down,,2000-01-01
Boa Squeeze,WonderPark,Steel,Sit Down,,2001-01-01
Boa Squeeze,Enchanted Forest,Steel,Sit Down,Relocated,2010-01-01
Bob,Efteling,Steel,Bobsled,,1985-01-01
Bob,Osteria Ai Pioppi,Steel,Sit Down,Operating,1995-01-01
Bob,Bob and Downhill Park Val Curone,Steel,Sit Down,SBNO,2009-01-01
Bob-baan,Amusementspark Tivoli,Steel,Sit Down,,
Bobbahn,Heide Park Resort,Steel,Bobsled,Operating,1994-01-01
Bobbahn,Bobbahn Donnstetten,Steel,Sit Down,Operating,2001-01-01
Bob-Bahn,Mehliskopf,Steel,Sit Down,Operating,2001-01-01
Bob-Banen,Tivoli Gardens,Wood,Bobsled,,1937-01-01
Bob Espunja,Parque Infantil Miguel Hidalgo,Steel,Sit Down,Operating,2005-01-01
Bob Estivo,Artesina,Steel,Sit Down,Operating,2006-01-01
Bob Express,Bobbejaanland,Steel,Sit Down,Operating,2000-01-01
Bob-Luge,Moléson,Steel,Sit Down,Operating,2008-01-01
Bob na Šinama,Ski Centar Kopaonik,Steel,Sit Down,Operating,2013-01-01
Bob na Šinama,Ski Centar Tornik,Steel,Sit Down,Operating,2014-01-01
Bo-Bo,Spanish City Amusement Park,Steel,Sit Down,,
Bobo,Al Jubayha Amusement City,Steel,Sit Down,,2003-01-01
Boboffka,Boboffka,Steel,Sit Down,Operating,2019-01-01
BoBoiBoy Cattus Coaster,Movie Animation Park Studios,Steel,Sit Down,SBNO,2018-01-01
Bobova Doroga,Hidropark,Steel,Sit Down,,2014-01-01
Bobová dráha,Ski Bachledova,Steel,Sit Down,Operating,2011-01-01
Bobová dráha,Fun Park Žiarce,Steel,Sit Down,Operating,2007-01-01
Bobová dráha,Ski Areál Kaste Petříkov,Steel,Sit Down,Operating,2006-01-01
Bobová Dráha,Dolní Morava Relax & Sport Resort,Steel,Sit Down,Operating,2011-01-01
Bobová Dráha,Hruba Voda,Steel,Sit Down,Operating,2013-01-01
Bobová Dráha,Obří sud Javorník,Steel,Sit Down,Operating,2010-01-01
Bobová Dráha,Ski area Mosty u Jablunkova,Steel,Sit Down,Operating,2004-01-01
Bobová Dráha,HEIpark Tošovice,Steel,Sit Down,Operating,2005-01-01
Bobová Dráha,Relaxpark Pec pod Sněžkou,Steel,Sit Down,Operating,2007-01-01
Bobová Dráha,Veľká Rača - Oščadnica,Steel,Sit Down,Operating,2005-01-01
Bobová Dráha,Sport areál Klíny,Steel,Sit Down,Operating,2018-01-01
Bobová Dráha,Bobová Dráha Pastviny,Steel,Sit Down,Operating,2018-01-01
Bobovka,Bobovka Němčičky,Steel,Sit Down,SBNO,2010-01-01
Bobovka,Bobovka u mlýna,Steel,Sit Down,Operating,2016-01-01
Bob Pálya,Sobri Jóska Kalandpark,Steel,Sit Down,Operating,2014-01-01
Bob Pálya,Mibob,Steel,Sit Down,Operating,2007-01-01
Bob Pálya,Zemplén Kalandpark,Steel,Sit Down,Operating,2008-01-01
Bobpálya,Balatonboglár Kalandpark,Steel,Sit Down,Operating,2013-01-01
Bob Run,Heimwehfluh,Steel,Sit Down,,1992-01-01
Bob Run,Bar Chiaro di Luna,Steel,Sit Down,Operating,2005-01-01
Bob's,Waukesha Beach,Wood,Sit Down,,1931-01-01
Bobs,Belle Vue Park,Wood,Sit Down,,1929-01-01
Bobs,Riverview Park,Wood,Sit Down,,1924-01-01
Bobs,Eastwood Park,Wood,Sit Down,,1928-01-01
Bobs,Venice Amusement Pier,Wood,Sit Down,,1921-01-01
Bobsled,SkyPark at Santa's Village,Steel,Sit Down,,1962-01-01
Bobsled,Yokohama Dreamland,Steel,Sit Down,,1964-01-01
Bobsled,Fantasy Forest at the Flushing Meadows Carousel,Wood,Bobsled,Relocated,1939-01-01
Bobsled,Coney Island - Joe Bonsignore,Wood,Bobsled,,1941-01-01
Bobsled,Village,Steel,Sit Down,,1957-01-01
Bob Sled Dipper,Playland at the Beach,Wood,Sit Down,,1921-01-01
Bobsled Ride,Mystic Mountain Jamaica,Steel,Sit Down,Operating,2008-01-01
Bobsleds,Seabreeze,Steel,Sit Down,Operating,1954-01-01
Bobsleigh,Nigloland,Steel,Sit Down,Relocated,1995-01-01
Bobsleigh,Nara Dreamland,Steel,Sit Down,,1961-01-01
Bobsleigh,Sendaviva,Steel,Sit Down,Operating,2006-01-01
Bobsleigh,Parc de la Vallée,Steel,Sit Down,Operating,2018-01-01
Bobsleighbanan,Gröna Lund,Wood,Sit Down,,1934-01-01
Bob Slider,Nomori Park,Steel,Sit Down,Operating,2009-01-01
Bobster,Shirakaba Resort Family Land,Steel,Sit Down,Operating,1982-01-01
Bobster,Takakonuma Greenland,Steel,Sit Down,,1973-01-01
Bobster,Odakyu Mukogaoka Yuen,Steel,Sit Down,,1975-01-01
Bob su rotaia,Doganaccia 2000,Steel,Sit Down,Operating,2009-01-01
Bob su Rotaia,Promotur Piancavallo,Steel,Sit Down,Operating,2007-01-01
Bob Su Rotaia,Promotur Tarvisio,Steel,Sit Down,Operating,2014-01-01
Bocaraca,Parque Diversiones,Steel,Sit Down,Operating,2005-01-01
BocksBergBob,ErlebnisBocksBerg,Steel,Sit Down,Operating,2012-01-01
Boderitt,Erlebniswelt Seilbahnen Thale,Steel,Suspended,Operating,2015-01-01
Boitata,Fun Park Via Norte,Steel,Sit Down,Operating,2015-01-01
Bolt,Skytropolis Indoor Theme Park,Steel,Sit Down,Under Construction,2021-01-01
Bombay Express,Bollywood Parks Dubai,Wood,Sit Down,Under Construction,2021-01-01
Bomber,Rainbow Gardens,Wood,Sit Down,,1954-01-01
Bombora,Lagoon,Steel,Sit Down,Operating,2011-01-01
Bone Shaker,Knowsley Safari,Steel,Sit Down,,
Boogie-woogie Space Coaster,Space World,Steel,Sit Down,,1990-01-01
Boomerang,La Ronde,Steel,Sit Down,Operating,1984-01-01
Boomerang,Knott's Berry Farm,Steel,Sit Down,Relocated,1990-01-01
Boomerang,Wild Adventures,Steel,Sit Down,Operating,1998-01-01
Boomerang,Six Flags Fiesta Texas,Steel,Sit Down,Operating,1999-01-01
Boomerang,Elitch Gardens,Steel,Sit Down,Operating,1999-01-01
Boomerang,Six Flags Mexico,Steel,Sit Down,Operating,1988-01-01
Boomerang,Worlds of Fun,Steel,Sit Down,Operating,2000-01-01
Boomerang,Pleasure Island Family Theme Park,Steel,Sit Down,Relocated,1993-01-01
Boomerang,Hafan y Môr Holiday Park,Steel,Sit Down,Relocated,1987-01-01
Boomerang,Bellewaerde Park,Steel,Sit Down,Operating,1984-01-01
Boomerang,Walygator Sud-Ouest,Steel,Sit Down,Operating,1992-01-01
Boomerang,Freizeit-Land Geiselwind,Steel,Sit Down,Operating,2000-01-01
Boomerang,Tivoli Karolinelund,Steel,Sit Down,Relocated,1985-01-01
Boomerang,Wiener Prater,Steel,Sit Down,Operating,1992-01-01
Boomerang,Parque de Atracciones de Montjuic,Steel,Sit Down,Relocated,1990-01-01
Boomerang,Playcenter São Paulo,Steel,Sit Down,Relocated,1997-01-01
Boomerang,Fantasilandia,Steel,Sit Down,Operating,1996-01-01
Boomerang,Parque de la Costa,Steel,Sit Down,Operating,1998-01-01
Boomerang,Jerudong Park Playground,Steel,Sit Down,Relocated,1996-01-01
Boomerang,Gero land,Steel,Sit Down,Operating,1997-01-01
Boomerang,E-World,Steel,Sit Down,Operating,1995-01-01
Boomerang,Tokyo Dome City,Steel,Sit Down,,1980-01-01
Boomerang,Zygo Park,Steel,Sit Down,Relocated,1987-01-01
Boomerang,Qingdao International Beer City,Steel,Sit Down,Relocated,1998-01-01
Boomerang,Star Lake Amusement Park,Steel,Sit Down,Relocated,1985-01-01
Boomerang,Siam Amazing Park,Steel,Sit Down,Operating,2007-01-01
Boomerang,Rafaela Padilla,Steel,Sit Down,Relocated,1984-01-01
Boomerang,Lagosur,Steel,Sit Down,,1991-01-01
Boomerang,Parc des Combes,Steel,Sit Down,Operating,2011-01-01
Boomerang,Six Flags St. Louis,Steel,Sit Down,Operating,2013-01-01
Boomerang,Friendship Park,Steel,Sit Down,Operating,2006-01-01
Boomerang,Trampolino Familien- und Freizeitpark,Steel,Sit Down,Operating,2015-01-01
Boomerang,Energylandia,Steel,Sit Down,Operating,2017-01-01
Boomerang,Subic Fiesta Carnival,Steel,Sit Down,,2014-01-01
Boomerang,Park of Culture and Rest,Steel,Sit Down,Operating,2015-01-01
Boomerang,Yerevan Park,Steel,Sit Down,Operating,2021-01-01
Boomerang,Luna Park,Steel,Sit Down,Under Construction,2021-01-01
Boomerang Challenge Coaster,Trans Studio Bali,Steel,Sit Down,Operating,2019-01-01
Boomerang Coast to Coaster,Six Flags Discovery Kingdom,Steel,Sit Down,Operating,1998-01-01
Boomerang Coast to Coaster,Six Flags Darien Lake,Steel,Sit Down,Operating,1998-01-01
Boomerang Hyper Coaster,Trans Studio Cibubur,Steel,Sit Down,Operating,2021-01-01
Boomerang-Roller Coaster,Al-Shallal Theme Park,Steel,Sit Down,Operating,2004-01-01
Boomerang Roller Coaster,Wuhan Zhongshan Park,Steel,Sit Down,Operating,2017-01-01
Boomerang Roller Coaster,Yabuli Ocean Park,Steel,Sit Down,Operating,2017-01-01
Booster Bike,Toverland,Steel,Sit Down,Operating,2004-01-01
Boramae Coaser,Wonder Zone,Steel,Suspended,,
Boss,Six Flags St. Louis,Wood,Sit Down,Operating,2000-01-01
Boulder Dash,Lake Compounce,Wood,Sit Down,Operating,2000-01-01
Boule & Bill déboulent,Parc Spirou Provence,Steel,Sit Down,,2019-01-01
Boulets de Canon,Kid Parc,Steel,Sit Down,Operating,2016-01-01
Bowler Dip,Arlington Beach Park,Wood,Sit Down,,1925-01-01
Bowls of Joy,Panama-Pacific International Exposition,Wood,Sit Down,,1915-01-01
Braco Malla,Happy Time's,Steel,Sit Down,Operating,2010-01-01
Brat,Erieview Park,Steel,Sit Down,,1961-01-01
Brave Jurassic,Shengming Universal City,Steel,Sit Down,Operating,2019-01-01
Breathtaker,Aspen Snowmass Ski Resort,Steel,Sit Down,Operating,2017-01-01
Breeze,Fancy Fox,Steel,Sit Down,,2014-01-01
Breezer,Greater Ontario Beach,Wood,Sit Down,,1907-01-01
Broadway Trip,Fun Forest Amusement Park,Steel,Sit Down,Relocated,1962-01-01
Broadway Trip,Palisades Amusement Park,Steel,Sit Down,Relocated,1966-01-01
Broadway Trip,Cedar Point,Steel,Sit Down,Relocated,1964-01-01
Brocken Coaster,Brocken Coaster,Steel,Sit Down,Operating,2003-01-01
Brocomela,Huzur Lunapark,Steel,Sit Down,,2009-01-01
Brocomela,L'Île aux Géants,Steel,Sit Down,Operating,2015-01-01
Brocomela,City Games,Steel,Sit Down,Operating,2013-01-01
Brocomela,Family Park,Steel,Sit Down,Operating,2016-01-01
Brocomela,Macera Adası,Steel,Sit Down,Operating,2014-01-01
Broken Rail Roller Coaster,Suzhou Amusement Land Forest World,Steel,Sit Down,Operating,2020-01-01
Broken Rail Roller Coaster,Great Xingdong Tourist World,Steel,Sit Down,Operating,2018-01-01
Brokomela,Aydos Orman Parki,Steel,Sit Down,Operating,2009-01-01
Brokomela,Luna Park,Steel,Sit Down,Operating,2009-01-01
Brokomela,Lunapark,Steel,Sit Down,Operating,2011-01-01
Brokomela,Mushtaidi Park,Steel,Sit Down,Operating,2012-01-01
Bronco Buster,Wild West World,Steel,Sit Down,Relocated,2007-01-01
Brontojet,Movieland Park,Steel,Sit Down,SBNO,2010-01-01
Bront'O'Ring,Movieland Park,Steel,Sit Down,Operating,2007-01-01
