Roller Coaster,Amusement Park,Type,Design,Status,Opened
unknown,Al-Baijan Amusement Park,Steel,Sit Down,Operating,2012
unknown,Al-Baijan Amusement Park,Steel,Sit Down,Operating,2012
unknown,Shuranginji Park,Steel,Sit Down,,2010
unknown,Shuranginji Park,Steel,Sit Down,Operating,2015
unknown,People's Park,Steel,Sit Down,,2012
unknown,Le Shui Park,Steel,Sit Down,Operating,2015
unknown,Huanle Qibing Park,Steel,Sit Down,Operating,2016
unknown,Martyr Square Park,Steel,Sit Down,,2013
unknown,Martyr Square Park,Steel,Sit Down,,2012
unknown,Zipengshan National Forest Park,Steel,Sit Down,Operating,2015
unknown,Zipengshan National Forest Park,Steel,Sit Down,Operating,2015
unknown,Dazu Sports Center,Steel,Sit Down,Operating,2017
unknown,Dazu Sports Center,Steel,Sit Down,Operating,2017
unknown,Water Park,Steel,Sit Down,Operating,2013
unknown,China Lavender Manor,Steel,Sit Down,Operating,2015
unknown,Bali Commercial City Park,Steel,Sit Down,,2013
unknown,Sherwin Mei Hwan Park,Steel,Sit Down,Operating,2012
unknown,People's Park,Steel,Sit Down,Operating,2013
unknown,Amrapali Water Park,Steel,Sit Down,Operating,2009
unknown,Parda Bagh,Steel,Sit Down,Operating,2013
unknown,Sardar Patel Amusement Park,Steel,Sit Down,Operating,2015
unknown,Sogdian Park,Steel,Sit Down,,2015
unknown,Alisher Navoiy Istrokhat Bogi,Steel,Sit Down,Operating,2014
unknown,Arlekino Park,Steel,Sit Down,Operating,2014
unknown,Park-e-Moallem,Steel,Sit Down,Operating,2013
unknown,Nöjesfältet,Wood,Sit Down,,1929
unknown,Buckcq Dreamworks,Steel,Sit Down,Operating,2017
unknown,Playland Park,Steel,Sit Down,,970s
unknown,Centro Comercial Pro-Patria,Steel,Sit Down,,2003
unknown,Wooow Park,Steel,Suspended,Operating,2019
unknown,Sunshine Dream Kingdom,Steel,Sit Down,Operating,2018
unknown,Xiping Honghe Park,Steel,Sit Down,Operating,2013
unknown,Childhood Memories Playground,Steel,Sit Down,Operating,2013
unknown,Fish Bird River Park,Steel,Sit Down,Operating,2017
unknown,Window of the World,Steel,Sit Down,Under Construction,2021
unknown,Magic Forest,Steel,Sit Down,Under Construction,2018
unknown,Dalfak Amusement Park,Steel,Sit Down,Operating,2016
unknown,Chitgar Lake,Steel,Sit Down,Operating,2014
unknown,Dragon Valley Theme Park,Steel,Sit Down,Under Construction,2021
unknown,Genting SkyWorlds,Steel,Sit Down,Under Construction,2023
unknown,Linhe Happy Park,Steel,Sit Down,Operating,2017
unknown,Linhe Happy Park,Steel,Sit Down,Operating,2017
unknown,Linhe Happy Park,Steel,Sit Down,Operating,2017
unknown,Huaibei Happy World,Steel,Sit Down,Operating,2018
unknown,Fengcheng Qianrui Park,Steel,Sit Down,Operating,2017
unknown,Xinhu Park,Steel,Sit Down,Operating,2017
unknown,Kiddie Playland,Steel,Sit Down,,1954
unknown,Yuzhou Forest Botanical Garden,Steel,Sit Down,Operating,2013
unknown,Xinhu Park,Steel,Sit Down,Operating,2017
unknown,Xinhu Park,Steel,Sit Down,Operating,2017
unknown,Zheng Feng Court,Steel,Sit Down,Operating,2014
unknown,Wan Sui Mountain Scenic Zone,Steel,Sit Down,,2010
unknown,Jiang Shang Park,Steel,Sit Down,,2010
unknown,Beto Carrero World,Steel,Sit Down,,
unknown,Zimaling Park,Steel,Sit Down,,2018
unknown,Parque Guadiana,Steel,Sit Down,Operating,2016
unknown,Zhao River Park,Steel,Sit Down,Operating,2013
unknown,Shagouhu Shuishan Park,Steel,Sit Down,Operating,2010
unknown,Shagouhu Shuishan Park,Steel,Sit Down,Operating,2010
unknown,Cultural Square,Steel,Sit Down,,2013
unknown,Jinniu Park,Steel,Sit Down,,2013
unknown,Lunapark,Steel,Sit Down,,2013
unknown,Chengjisihan Square,Steel,Sit Down,Operating,2017
unknown,Beykoz Children's Entertainment Center,Steel,Sit Down,Operating,2014
unknown,Efteling,Steel,Sit Down,Under Construction,2023
unknown,Al-Nawras Park and Restaurant,Steel,Sit Down,Operating,2018
unknown,Lido Di Milano,Wood,Sit Down,,1935
unknown,Luna Park,Wood,Sit Down,,1905
unknown,South Dakota State Fair,Wood,Sit Down,,1915
unknown,Yinxian Resort,Steel,Sit Down,Operating,2017
unknown,Chang'an Amusement Park,Steel,Sit Down,Operating,2014
unknown,Fuji-Q Highland,Steel,Sit Down,Under Construction,2022
unknown,Oriental Heritage,Steel,Sit Down,Under Construction,2021
unknown,Haddad Tourism Village,Steel,Sit Down,,2014
unknown,SkyLand Park,Steel,Sit Down,Operating,2015
unknown,SkyLand Park,Steel,Sit Down,Operating,2015
unknown,Wanda Children's Park,Steel,Sit Down,Operating,2019
unknown,Fantawild,Steel,Sit Down,Under Construction,2023
unknown,Oriental Heritage,Steel,Sit Down,Under Construction,2022
unknown,Macrolink Beluga Ocean Park,Steel,Sit Down,Operating,2017
unknown,City Park,Steel,Sit Down,Operating,2017
unknown,Lakeview Park,Wood,Sit Down,,
unknown,Sange Park,Steel,Sit Down,,2006
unknown,Tokiwa Park,Steel,Sit Down,,1965
unknown,Eden Park,Wood,Sit Down,,1892
unknown,Lakeside Amusement Park,Steel,Sit Down,Under Construction,2021
unknown,Shayang Paradise,Steel,Sit Down,Operating,2018
unknown,Al Dana Fish Resort,Steel,Sit Down,,2018
unknown,YangHu Wetland Scenic Area,Steel,Sit Down,Under Construction,2018
unknown,Luna Park,Steel,Sit Down,Operating,2018
unknown,Tov Park Rozvah,Steel,Sit Down,Operating,2007
unknown,ASI Park,Steel,Sit Down,Operating,2017
unknown,Uchkuduk Amusement Park,Steel,Sit Down,Operating,2016
unknown,Park Istiklol,Steel,Sit Down,Operating,2014
unknown,Park Amira Timura,Steel,Sit Down,Operating,2017
unknown,Park Amira Timura,Steel,Sit Down,Operating,2017
unknown,Quyoshcha Nuri,Steel,Sit Down,Operating,2017
unknown,Dongting Lake Happy World,Steel,Sit Down,Operating,2018
unknown,Changping Tielu Park,Steel,Sit Down,Operating,2018
unknown,Attrapark,Steel,Sit Down,Under Construction,2022
unknown,Sarzamin-e Khorshid,Steel,Sit Down,Operating,2018
unknown,Sarzamin-e Khorshid,Steel,Sit Down,Operating,2018
unknown,Bambino Super City,Steel,Sit Down,Operating,2017
unknown,Niğde Lunapark,Steel,Sit Down,Operating,2016
unknown,Happy Land,Steel,Sit Down,,2017
unknown,Shundi Mausoleum Water Park,Steel,Sit Down,Operating,2008
unknown,Visionland,Steel,Inverted,Operating,2020
unknown,Yurkin Park,Steel,Sit Down,Operating,2018
unknown,Haddad Tourism Village,Steel,Sit Down,Operating,2016
unknown,Haddad Tourism Village,Steel,Sit Down,Operating,2016
unknown,Haddad Tourism Village,Steel,Sit Down,Operating,2018
unknown,Wicksteed Park,Steel,Sit Down,,1989
unknown,Chavi Land,Steel,Sit Down,Operating,2017
unknown,Yichun Amusement Park,Steel,Sit Down,Operating,2014
unknown,Yichun Amusement Park,Steel,Sit Down,Operating,2016
unknown,Sports Park,Steel,Sit Down,Operating,2013
unknown,Sports Park,Steel,Sit Down,Operating,2013
unknown,Al-Baijan Park,Steel,Sit Down,,2003
unknown,Zixuhu Happy Carnival,Steel,Sit Down,Operating,2017
unknown,Jiling Mountain Children's Park,Steel,Sit Down,Operating,2018
unknown,Visionland,Steel,Sit Down,Operating,2020
unknown,Waverly Park,Wood,Sit Down,,
unknown,Beichenhu Park,Steel,Sit Down,Operating,2014
unknown,Funny Park,Steel,Sit Down,,2017
unknown,Taohua River Scenic Area,Steel,Sit Down,Operating,2018
unknown,Luna Park,Steel,Sit Down,Under Construction,2019
unknown,Happy Sky Theme Park,Steel,Sit Down,Operating,2013
unknown,Yinjiang Happy Island,Steel,Sit Down,Operating,2017
unknown,Rafsanjan Sarcheshmeh Copper Town,Steel,Sit Down,Operating,2011
unknown,City Games Gulls Karbala,Steel,Sit Down,Operating,2004
unknown,Miami Beach Amusement Park,Wood,Sit Down,,1963
unknown,Miami Beach Amusement Park,Wood,Sit Down,,1963
unknown,Miami Beach Amusement Park,Wood,Sit Down,,1950
unknown,Recreation Park Kolpino,Steel,Sit Down,Operating,2010
unknown,AOIA,Steel,Sit Down,Relocated,
unknown,Wild Waters Water Park,Steel,Sit Down,,1978
unknown,Binhe Amusement Park,Steel,Suspended,Operating,2018
unknown,Xuzhou Paradise,Steel,Sit Down,Operating,2020
unknown,Belinsky Park,Steel,Sit Down,,970s
unknown,Lunapark,Steel,Sit Down,Operating,2018
unknown,Phu Cuong Land,Steel,Sit Down,Operating,2018
unknown,Spiritsland,Steel,Sit Down,Operating,2017
unknown,Yilihe Amusement Park,Steel,Sit Down,Operating,2016
unknown,Yilihe Amusement Park,Steel,Sit Down,Operating,2016
unknown,Future World,Steel,Sit Down,Relocated,
unknown,Shiyanhu Ecological Park,Steel,Sit Down,Operating,2018
unknown,Attrapark,Steel,Sit Down,Under Construction,2022
unknown,Kiddieland,Steel,Sit Down,,1966
unknown,Taihu Lake Longemont Paradise,Steel,Inverted,Under Construction,2021
unknown,Huaibei Happy World,Steel,Sit Down,Operating,2018
unknown,Huaibei Happy World,Steel,Sit Down,Operating,2018
unknown,Jiangjin Amusement Park,Steel,Sit Down,Operating,2018
unknown,Jadyly Kenar,Steel,Sit Down,Operating,2015
unknown,Jadyly Kenar,Steel,Sit Down,Operating,2015
unknown,Dongting Lake Happy World,Steel,Sit Down,Operating,2018
unknown,Lily International Expo,Steel,Sit Down,Operating,2017
unknown,Visionland,Steel,Sit Down,Operating,2020
unknown,Yanshan Park,Steel,Sit Down,Operating,2017
unknown,Kashiikaen Yuenchi,Steel,Sit Down,,1980
unknown,Shaoxing Amusement Park,Steel,Sit Down,Operating,2017
unknown,Parque Luis Alfonso Velasquez,Steel,Sit Down,Operating,2017
unknown,Gorky Park,Steel,Sit Down,Operating,2017
unknown,Chang'an Park,Steel,Sit Down,Operating,2017
unknown,Park Kultury I Otdykha,Steel,Sit Down,,2005
unknown,Dongguan Huying Country Park,Steel,Sit Down,Operating,2018
unknown,Tony’s Chocolonely Chocolate Circus,Steel,Sit Down,Under Construction,2024
unknown,Ocean Flower Island Fairyland,Steel,Sit Down,Under Construction,2021
unknown,Ocean Flower Island Fairyland,Steel,Sit Down,Under Construction,2021
unknown,Magic Forest,Steel,Sit Down,Under Construction,2018
unknown,Changlang Ecological Park,Steel,Sit Down,,2018
unknown,Tayto Park,Steel,Sit Down,Under Construction,2023
unknown,Changlang Ecological Park,Steel,Sit Down,,2018
unknown,Changlang Ecological Park,Steel,Sit Down,,2018
unknown,Park Sam Son,Steel,Sit Down,Operating,2017
unknown,Toy Town,Steel,Sit Down,Operating,2015
unknown,Rainbow Land,Steel,Sit Down,Operating,2016
unknown,Tropik-Lend,Steel,Sit Down,Operating,2018
unknown,Eram Park,Steel,Sit Down,Operating,2018
unknown,Yueliangwan Park,Steel,Sit Down,,2007
unknown,Yueliangwan Park,Steel,Sit Down,Operating,2019
unknown,Seven Stars Happy Park,Steel,Sit Down,Operating,2018
unknown,Seven Stars Happy Park,Steel,Sit Down,Operating,2018
unknown,Guizhou Yelang West National Park,Steel,Sit Down,Operating,2018
unknown,Yibin Amusement Park,Steel,Sit Down,Operating,2016
unknown,Happy Island,Steel,Sit Down,Operating,2012
unknown,Happy Island,Steel,Sit Down,Operating,2012
unknown,Lunapark,Steel,Sit Down,,2011
unknown,Sparky's,Steel,Sit Down,Operating,2017
unknown,Sparky's,Steel,Sit Down,Operating,2017
unknown,Chuxiong Space Fantasy Theme Park,Steel,Sit Down,Operating,2017
unknown,29-3 Park,Steel,Sit Down,Operating,2018
unknown,Century Garden Playground,Steel,Sit Down,SBNO,
unknown,Grand Canyon,Steel,Sit Down,Operating,2015
unknown,Grand Canyon,Steel,Sit Down,Operating,2015
unknown,Grand Canyon,Steel,Sit Down,Operating,2015
unknown,Xishui Paradise,Steel,Sit Down,,2009
unknown,Fanta Animation Park,Steel,Sit Down,Under Construction,2022
unknown,Fanta Animation Park,Steel,Sit Down,Under Construction,2022
unknown,Fantawild,Steel,Sit Down,Under Construction,2022
unknown,Fantawild,Steel,Sit Down,Under Construction,2022
unknown,Coney Park,Steel,Sit Down,,
unknown,Sida Zunyi Amusement Park,Steel,Sit Down,Operating,2016
unknown,Sida Zunyi Amusement Park,Steel,Sit Down,Operating,2016
unknown,Xuguang Playground,Steel,Sit Down,Operating,2015
unknown,Wanshui Park,Steel,Sit Down,Operating,2010
unknown,Central Park,Steel,Sit Down,Operating,2016
unknown,Bimbolandia Park,Steel,Sit Down,Operating,2012
unknown,Marina Park,Steel,Sit Down,Operating,2010
unknown,Longshan Park,Steel,Sit Down,Operating,2016
unknown,Magic Island,Steel,Sit Down,Operating,2018
unknown,Matador Baby Park,Steel,Sit Down,Operating,2018
unknown,Magic Paradise Park,Steel,Sit Down,Operating,2018
unknown,Chowrangi Fantasy Park,Steel,Sit Down,Operating,2016
unknown,Parque Mariscal Santa Cruz,Steel,Sit Down,Operating,2007
unknown,Parque De Diversiones,Steel,Sit Down,Operating,2015
unknown,People's Park,Steel,Sit Down,Operating,2003
unknown,Ying Xiang Ecological Park,Steel,Sit Down,Operating,2014
unknown,Ying Xiang Ecological Park,Steel,Sit Down,Operating,2014
unknown,Ying Xiang Ecological Park,Steel,Sit Down,Operating,2018
unknown,Aalam Al Marah,Steel,Sit Down,Operating,2013
unknown,Aalam Al Marah,Steel,Sit Down,Operating,2013
unknown,Family Park,Steel,Sit Down,Operating,2010
unknown,Tanhuasi Park,Steel,Sit Down,Operating,2018
unknown,Dream Park,Steel,Sit Down,Operating,2017
unknown,Children's Cultural Palace,Steel,Sit Down,,2013
unknown,Thỏ Trắng,Steel,Sit Down,,2014
unknown,Quwo Amusement Park,Steel,Sit Down,Operating,2018
unknown,Xingang Paradise,Steel,Sit Down,Operating,2015
unknown,Longsha Park,Steel,Sit Down,,2004
unknown,West Lake Park,Steel,Sit Down,Operating,2015
unknown,West Lake Park,Steel,Sit Down,Operating,2015
unknown,Liu Guanshengjing Hot Spring,Steel,Sit Down,Operating,2018
unknown,Beixiu Park,Steel,Sit Down,Operating,2017
unknown,Hegang Children's Park,Steel,Sit Down,Operating,2016
unknown,Huangpu Park,Steel,Sit Down,Operating,2018
unknown,Atlantis Land,Steel,Sit Down,In Storage,2016
unknown,Delta Sidoarjo Fantasy,Steel,Sit Down,Under Construction,2019
unknown,Daqingshan Wildlife Park,Steel,Sit Down,Operating,2020
unknown,Liangjiang Park,Steel,Sit Down,Operating,2019
unknown,Kouta Park,Steel,Sit Down,,2005
unknown,Huayang Lake National Wetland Park,Steel,Sit Down,SBNO,2016
unknown,Universall Theme Park,Steel,Sit Down,Operating,2019
unknown,Padad Amusement Park,Steel,Sit Down,Operating,2018
unknown,Trans Studio Mini,Steel,Sit Down,Operating,2019
unknown,Puning City Elephant Trunk Hill Zoo,Steel,Sit Down,Operating,2017
unknown,Niku Park,Steel,Sit Down,Operating,2017
unknown,Xuzhou Paradise,Steel,Inverted,Operating,2020
unknown,Wafa Even Parc,Steel,Sit Down,Operating,2019
unknown,Danjiangkou Canglanghai Tourist Harbour,Steel,Sit Down,Operating,2015
unknown,Danjiangkou Canglanghai Tourist Harbour,Steel,Sit Down,Operating,2015
unknown,Oriental Heritage,Steel,Sit Down,Under Construction,2022
unknown,Wucai Amusement Park,Steel,Sit Down,Operating,2017
unknown,Afsonalar Vodiysi,Steel,Sit Down,Operating,2019
unknown,Afsonalar Vodiysi,Steel,Inverted,Operating,2019
unknown,Faby Land,Steel,Sit Down,Operating,2018
unknown,Dolphin Village Dammam,Steel,Sit Down,Operating,2012
unknown,Missan Land,Steel,Sit Down,Operating,2015
unknown,Missan Land,Steel,Sit Down,Operating,2014
unknown,Oriental Heritage,Steel,Inverted,Operating,2019
unknown,Shima Park,Steel,Sit Down,Operating,2018
unknown,Yuzhou Park,Steel,Sit Down,Operating,2014
unknown,Funky Town,Steel,Sit Down,Operating,2017
unknown,Xiushui Park,Steel,Sit Down,Operating,2012
unknown,Wanshan Colourful World,Steel,Sit Down,Operating,2018
unknown,Zaytuna Park,Steel,Sit Down,Operating,2016
unknown,Horse Amusement Park,Steel,Sit Down,Operating,2018
unknown,Corniche Diwaniya,Steel,Sit Down,Operating,2013
unknown,Fruit Man Theme World,Steel,Sit Down,Operating,2017
unknown,Orient Culture Park,Steel,Sit Down,Operating,2016
unknown,Fuhua Amusement Park,Steel,Sit Down,Under Construction,2021
unknown,YangHu Wetland Scenic Area,Steel,Sit Down,Under Construction,2018
unknown,Children's Park,Steel,Sit Down,Operating,2016
unknown,Happy World,Steel,Sit Down,Operating,2018
unknown,Humen Park,Steel,Sit Down,Operating,2019
unknown,Qiuxue Lake Happy World,Steel,Sit Down,Operating,2017
unknown,Qiuxue Lake Happy World,Steel,Sit Down,Operating,2017
unknown,Taihang Mingzhu Amusement City,Steel,Sit Down,Operating,2013
unknown,Taihang Mingzhu Amusement City,Steel,Sit Down,Operating,2016
unknown,Quanlin Resort,Steel,Sit Down,Operating,2019
unknown,Aquatic Paradise,Steel,Sit Down,Operating,2016
unknown,Lotte's Magic Forest,Steel,Sit Down,Under Construction,2021
unknown,Lobster City Amusement Park,Steel,Sit Down,Operating,2018
unknown,Lobster City Amusement Park,Steel,Sit Down,Operating,2018
unknown,Liupanshui Dushan Amusement Park,Steel,Sit Down,Operating,2018
unknown,Taihang Happy Valley,Steel,Sit Down,Operating,2018
unknown,Taihang Happy Valley,Steel,Sit Down,Operating,2018
unknown,Taihang Happy Valley,Steel,Sit Down,Operating,2018
unknown,Dongshan Park Playground,Steel,Sit Down,Operating,2018
unknown,Park Im. 50-Letiya VLKSM,Steel,Sit Down,Operating,2012
unknown,Lianhua Lianhua Square,Steel,Sit Down,Operating,2016
unknown,Wanda Children's Park,Steel,Sit Down,Operating,2019
unknown,Galaxy Wonderland,Steel,Sit Down,Operating,2015
unknown,Floraland Continent Park,Steel,Sit Down,Operating,2018
unknown,China Lufeng Jurassic Dinosaur Heritage Park,Steel,Sit Down,Operating,2019
unknown,Tojoko Toy Kingdom,Steel,Sit Down,,
unknown,Gulliver's Warrington,Steel,Sit Down,Under Construction,2021
unknown,Zigong Fantawild Dinosaur Kingdom,Steel,Sit Down,Under Construction,2021
unknown,Tiancheng Happy Valley,Steel,Sit Down,,2010
unknown,People's Park,Steel,Sit Down,Operating,2013
unknown,Riverside Park,Steel,Sit Down,Operating,2010
unknown,Rusutsu Resort,Steel,Sit Down,Relocated,
unknown,Zhongwei Wangfu Playground,Steel,Sit Down,Operating,2016
unknown,Huilong Yiyin Floral Art Romantic Theme Park,Steel,Sit Down,Operating,2017
unknown,Dongtian Duyun Park,Steel,Sit Down,Operating,2016
unknown,Childs City,Steel,Sit Down,Operating,2018
unknown,Wan Sui Mountain Scenic Zone,Steel,Sit Down,Operating,2017
unknown,OrheiLand,Steel,Sit Down,Operating,2019
unknown,Huaxia Amusement Park,Steel,Sit Down,Operating,2017
unknown,Huaxia Amusement Park,Steel,Sit Down,Operating,2017
unknown,Yuehu Park,Steel,Sit Down,,2012
unknown,Red Five Stars Happy Water World,Steel,Sit Down,Operating,2017
unknown,Feng Jing Park,Steel,Sit Down,Operating,2017
unknown,Fun Spot America Atlanta,Steel,Sit Down,Relocated,
unknown,Zhenshan Park,Steel,Sit Down,Operating,2013
unknown,Tianhu Park,Steel,Sit Down,Operating,2011
unknown,People's Park,Steel,Sit Down,Operating,2018
unknown,Xihai Park,Steel,Sit Down,Operating,2017
unknown,Fengling Park,Steel,Sit Down,Operating,2013
unknown,Qishishan Park,Steel,Sit Down,Operating,2017
unknown,Qishishan Park,Steel,Sit Down,Operating,2017
unknown,Happy Island Amusement Park,Steel,Sit Down,Operating,2016
unknown,Parque Mecanico Orinokial Mall,Steel,Sit Down,Operating,2011
unknown,Detskiy Gorodok,Steel,Sit Down,,2014
unknown,Enjoy Animal Kingdom,Steel,Sit Down,Under Construction,2021
unknown,Bayou Lagoon Park Resort,Steel,Sit Down,Operating,2015
unknown,Kids World,Steel,Sit Down,Operating,2013
unknown,Detskiy Gorodok Druzhba,Steel,Sit Down,Operating,2017
unknown,Cincinnati Zoo & Botanical Garden,Wood,Sit Down,,1954
unknown,Liupanshui Zoo,Steel,Sit Down,Operating,2019
unknown,Le Pal,Steel,Sit Down,Under Construction,2022
unknown,Baghdad Island,Steel,Sit Down,,2002
unknown,Baghdad Island,Steel,Sit Down,Operating,2017
unknown,Baghdad Island,Steel,Sit Down,Under Construction,2019
unknown,Golden City,Steel,Sit Down,Under Construction,2021
unknown,Xuzhou Paradise,Steel,Sit Down,Operating,2020
unknown,Flamingo Land,Steel,Sit Down,Under Construction,2021
unknown,Qiaotou Park,Steel,Sit Down,,2019
unknown,Сentral Park,Steel,Sit Down,Operating,2017
unknown,Pensarn Pleasure Beach,Steel,Sit Down,,1989
unknown,Children's Park,Steel,Sit Down,,
unknown,Park Kultury I Otdykha,Steel,Sit Down,,2017
unknown,Yotvata Park,Steel,Sit Down,Operating,2017
unknown,Ghadir Amusement Park,Steel,Sit Down,Under Construction,2020
unknown,Dream of Paradise,Steel,Sit Down,Operating,2019
unknown,Luna Park,Steel,Sit Down,Under Construction,2021
unknown,Lion Rock Park,Steel,Sit Down,Operating,2013
unknown,Lion Rock Park,Steel,Sit Down,Operating,2008
unknown,Ca Mau Children's Center,Steel,Sit Down,Operating,2011
unknown,Fantasy Valley,Steel,Wing,Under Construction,2021
unknown,Fantasy Valley,Steel,Sit Down,Under Construction,2021
unknown,Huining Park,Steel,Sit Down,Operating,2002
unknown,Fuhua Amusement Park,Steel,Flying,Under Construction,2021
unknown,Fuzhou Children's Park,Steel,Sit Down,Operating,2019
unknown,Green Manor,Steel,Sit Down,Operating,2016
unknown,Sea Star Park,Steel,Sit Down,Operating,2013
unknown,Yuanxiang International Vanilla Garden,Steel,Sit Down,Operating,2018
unknown,Yuanxiang International Vanilla Garden,Steel,Sit Down,Operating,2017
unknown,Jingdong Large Cave,Steel,Sit Down,Operating,2011
unknown,Fantasy Factory,Steel,Sit Down,Operating,2017
unknown,Fantasy Factory,Steel,Sit Down,,2017
unknown,Saffori Land,Steel,Sit Down,Operating,2018
unknown,Mexin Village of Wine,Steel,Sit Down,Operating,2010
unknown,Longxi Ecological Amusement Park,Steel,Sit Down,Operating,2018
unknown,Erlebniswelt Seilbahnen Thale,Steel,Sit Down,Under Construction,2021
unknown,Eastern Amusement Park,Steel,Sit Down,Operating,2018
unknown,Sesame Place,Steel,Sit Down,Under Construction,2022
unknown,Golden City,Steel,Sit Down,Under Construction,2021
unknown,People's Park,Steel,Sit Down,Operating,2019
unknown,Binjiang Park,Steel,Sit Down,Operating,2012
unknown,Taihu Lake Longemont Paradise,Steel,Sit Down,Under Construction,2021
unknown,Taihu Lake Longemont Paradise,Steel,Sit Down,Under Construction,2021
unknown,Junction Park,Wood,Sit Down,,1905
unknown,Movie Animation Park Studios,Steel,Sit Down,SBNO,2019
unknown,Playland Pier,Steel,Sit Down,,1954
unknown,Fun Funta Fun,Steel,Sit Down,Operating,2018
unknown,Japan Expo Toyama,Steel,Sit Down,,1992
unknown,World Festival Expo,Steel,Sit Down,,1994
unknown,Ao Vua Tourist Area,Steel,Sit Down,SBNO,2015
unknown,Kibinokyo Wonderland,Steel,Sit Down,,1980
unknown,Kobe Portopialand,Steel,Sit Down,,1981
unknown,Evergrande,Steel,Suspended,Under Construction,2023
unknown,Linghe Park,Steel,Sit Down,Operating,2016
unknown,Gullywood,Steel,Inverted,Operating,2015
unknown,Sui Tang Happy Park,Steel,Sit Down,Operating,2016
unknown,'88 Saitama Expo,Steel,Sit Down,,1988
unknown,Ostrovok Razvlecheniy,Steel,Sit Down,Operating,2018
unknown,Victory Park,Steel,Sit Down,Operating,2018
unknown,Kul'turno-Parkovyy Kompleks Im. Naydenova,Steel,Sit Down,Operating,2014
unknown,Park Kul'tury I Otdykha,Steel,Sit Down,Operating,2009
unknown,Park 50 Let Pobedy,Steel,Sit Down,Operating,2013
unknown,Novosibirskiy Zoopark Imeni R.a. Shilo,Steel,Sit Down,Operating,2016
unknown,Park Kul'tury I Otdykha Im. S.m.kirova,Steel,Sit Down,Operating,2018
unknown,Sad Pobedy,Steel,Sit Down,Operating,2018
unknown,Atrraktsiony Dlya Detey,Steel,Sit Down,,2019
unknown,Park Gulliver,Steel,Sit Down,Operating,2013
unknown,Kairakuen Lakeland,Steel,Sit Down,,
unknown,Kairakuen Lakeland,Steel,Sit Down,,
unknown,Tottori Playland,Steel,Sit Down,,1986
unknown,Daisenji Yuen,Steel,Sit Down,,
unknown,Playpia Shirahama,Steel,Sit Down,,1985
unknown,Bay Park Ishinomaki,Steel,Sit Down,,1993
unknown,Hinode Land,Steel,Sit Down,,1992
unknown,Hinode Land,Steel,Sit Down,,1992
unknown,Genkai Sculpture Cape Koinoura,Steel,Sit Down,,1981
unknown,Marine Park Yamada,Steel,Sit Down,,1988
unknown,Bahla Bahla Garden,Steel,Sit Down,Operating,2013
unknown,Marineland,Steel,Sit Down,,1971
unknown,Hayward Lakeland,Steel,Sit Down,,1989
unknown,Qinggang Lake Happy World,Steel,Sit Down,Under Construction,2020
unknown,Kitsunegasaki Young Land,Steel,Sit Down,,
unknown,Funabashi Health Center,Steel,Sit Down,,
unknown,Rakuen Amusement Park,Steel,Sit Down,,1965
unknown,Sunnyland Snake Island,Steel,Sit Down,,1967
unknown,Minato Amusement Park,Steel,Sit Down,,1961
unknown,Nagasaki Amusement Park,Steel,Sit Down,,
unknown,Nagasaki Amusement Park,Steel,Sit Down,,
unknown,Nio Sunshine Land,Steel,Sit Down,,1984
unknown,Omaezaki Land,Steel,Sit Down,,
unknown,Yamadera Bashoen,Steel,Sit Down,,1967
unknown,Sanbuyama Sky Park,Steel,Sit Down,,
unknown,Tengu  Land,Steel,Sit Down,,
unknown,Karako Beach Park,Steel,Sit Down,,
unknown,Phoenix Mountains Park,Steel,Sit Down,Operating,2015
unknown,Donghu Amusement Park,Steel,Sit Down,Operating,2013
unknown,Hokair Time,Steel,Sit Down,Operating,2019
unknown,Manawyaman Garden,Steel,Sit Down,Operating,2018
unknown,Republica de los Niños,Steel,Sit Down,Operating,2018
unknown,Athisayam,Steel,Sit Down,Operating,2019
unknown,Dream Town,Steel,Sit Down,Operating,2018
unknown,Guangdong Wangtian Lake Tourist Resort,Steel,Sit Down,,2017
unknown,Guangdong Wangtian Lake Tourist Resort,Steel,Sit Down,Operating,2017
unknown,Animalia,Steel,Sit Down,Under Construction,2021
unknown,Wengting Park,Steel,Sit Down,Operating,2015
unknown,Oriental Heritage,Steel,Sit Down,Operating,2020
unknown,1968 Hokkaido Grand Fair,Steel,Sit Down,Relocated,1968
unknown,Xia Guo Amusement Park,Steel,Sit Down,,2014
unknown,Urgut Istirohat Bog'i,Steel,Sit Down,Operating,2016
unknown,Jinyuan Playground,Steel,Sit Down,Operating,2015
unknown,Xuzhou Paradise,Steel,Sit Down,Under Construction,2021
unknown,Fantawild Adventure,Steel,Sit Down,Operating,2018
unknown,Oriental Heritage,Steel,Sit Down,Operating,2019
unknown, Oriental Heritage,Steel,Sit Down,Under Construction,2021
unknown,Ismailia Park,Steel,Sit Down,Operating,2010
unknown,Beibei City Amusement Park,Steel,Sit Down,Operating,2016
unknown,Happy World Paradise,Steel,Sit Down,Operating,2017
unknown,1001 Fairyland,Steel,Sit Down,Operating,2019
unknown,Jinniu Lake Wild Animal Kingdom,Steel,Sit Down,Operating,2019
unknown,Mul'tilend,Steel,Sit Down,Operating,2015
unknown,Jinlongshan Playground,Steel,Sit Down,Under Construction,2016
unknown,China Lufeng Jurassic Dinosaur Heritage Park,Steel,Sit Down,Operating,2019
unknown,Yam Carmel,Steel,Sit Down,,2012
